id,NRIC,Type,Subtype,Date,Filename
218,S2524309O,Illness,Haemorrhoids,09-09-1988,
235,S1867030F,Illness,Haemorrhoids,06-08-2014,
245,S9076155B,Illness,Haemorrhoids,02-07-2011,
248,S8395005M,Illness,Haemorrhoids,08-01-1991,
285,S2018627K,Illness,Haemorrhoids,23-02-2017,
287,S4491696I,Illness,Haemorrhoids,01-01-2012,
290,S6757774E,Illness,Haemorrhoids,29-03-1996,
342,S3883837A,Illness,Haemorrhoids,17-03-1988,
363,S7972496R,Illness,Haemorrhoids,14-07-1987,
505,S1760554X,Illness,Haemorrhoids,07-06-1989,
514,S1037263Z,Illness,Haemorrhoids,06-02-1995,
528,S3914289N,Illness,Haemorrhoids,24-10-1998,
539,S4676526W,Illness,Haemorrhoids,24-07-1983,
548,S4931446Z,Illness,Haemorrhoids,13-01-2014,
552,S1268082O,Illness,Haemorrhoids,13-08-2014,
593,S4883176S,Illness,Haemorrhoids,20-06-1996,
697,S3168843N,Illness,Haemorrhoids,28-01-2015,
765,S3092897U,Illness,Haemorrhoids,16-08-1993,
795,S7111485F,Illness,Haemorrhoids,06-04-2015,
810,S5770438E,Illness,Haemorrhoids,12-12-2003,
819,S7007681E,Illness,Haemorrhoids,20-12-2011,
841,S7296890S,Illness,Haemorrhoids,10-10-2016,
849,S7133907P,Illness,Haemorrhoids,17-09-1992,
862,S4959927M,Illness,Haemorrhoids,05-10-2006,
873,S2823984U,Illness,Haemorrhoids,08-09-1991,
932,S8520697O,Illness,Haemorrhoids,22-06-2014,
991,S4116179E,Illness,Haemorrhoids,11-02-1983,
11,S1395070L,Illness,Headaches & Migraines,23-11-2007,
21,S1469889Q,Illness,Headaches & Migraines,01-09-1991,
30,S7133907P,Illness,Headaches & Migraines,10-03-1999,
38,S9574027G,Illness,Headaches & Migraines,11-07-2007,
41,S6785868O,Illness,Headaches & Migraines,07-10-1985,
43,S6721992I,Illness,Headaches & Migraines,27-12-1980,
66,S7256244R,Illness,Headaches & Migraines,25-11-2017,
69,S4923205E,Illness,Headaches & Migraines,12-09-2011,
72,S5650232O,Illness,Headaches & Migraines,01-05-1997,
79,S4731299N,Illness,Headaches & Migraines,07-01-2013,
90,S5715879M,Illness,Headaches & Migraines,02-01-1990,
93,S8754905J,Illness,Headaches & Migraines,07-12-1987,
96,S2198863C,Illness,Headaches & Migraines,28-09-2003,
105,S1781730G,Illness,Headaches & Migraines,22-07-1996,
121,S4351955T,Illness,Headaches & Migraines,09-05-1993,
126,S5063914P,Illness,Headaches & Migraines,10-09-1999,
136,S4569307S,Illness,Headaches & Migraines,19-09-1994,
177,S8424321Z,Illness,Headaches & Migraines,23-10-2017,
180,S1819124N,Illness,Headaches & Migraines,08-03-1983,
183,S8049304U,Illness,Headaches & Migraines,15-10-2016,
184,S3005533X,Illness,Headaches & Migraines,02-06-1987,
190,S9200039Z,Illness,Headaches & Migraines,01-05-2009,
197,S1692591D,Illness,Headaches & Migraines,03-06-1991,
211,S3101050K,Illness,Headaches & Migraines,16-04-2009,
226,S7118797W,Illness,Headaches & Migraines,21-07-1998,
232,S2189890C,Illness,Headaches & Migraines,12-06-1981,
244,S4424024Y,Illness,Headaches & Migraines,21-02-1989,
247,S3907154N,Illness,Headaches & Migraines,05-08-2012,
252,S9697298B,Illness,Headaches & Migraines,29-09-2002,
258,S4980626L,Illness,Headaches & Migraines,30-04-2014,
262,S7227770H,Illness,Headaches & Migraines,27-07-2016,
269,S2223096T,Illness,Headaches & Migraines,24-02-2007,
274,S1556694G,Illness,Headaches & Migraines,04-07-1997,
301,S2438806Y,Illness,Headaches & Migraines,26-11-1985,
302,S6630182H,Illness,Headaches & Migraines,13-03-2004,
331,S1555162S,Illness,Headaches & Migraines,07-05-1991,
332,S9279750T,Illness,Headaches & Migraines,25-11-2007,
359,S2405741U,Illness,Headaches & Migraines,05-05-2005,
375,S4599923A,Illness,Headaches & Migraines,08-11-1995,
379,S9446691F,Illness,Headaches & Migraines,18-07-1997,
388,S1047837O,Illness,Headaches & Migraines,29-12-1980,
397,S3440164Y,Illness,Headaches & Migraines,17-04-2015,
398,S4813973D,Illness,Headaches & Migraines,04-04-2018,
417,S2885118D,Illness,Headaches & Migraines,15-01-1982,
419,S5704150D,Illness,Headaches & Migraines,19-02-2002,
427,S8371935B,Illness,Headaches & Migraines,28-11-2016,
436,S1184649R,Illness,Headaches & Migraines,11-04-2011,
473,S1501823G,Illness,Headaches & Migraines,12-02-1996,
508,S7524741N,Illness,Headaches & Migraines,21-01-1988,
516,S9820079Z,Illness,Headaches & Migraines,18-08-2002,
517,S2448840B,Illness,Headaches & Migraines,21-12-2009,
563,S6793173A,Illness,Headaches & Migraines,22-03-1980,
606,S2356252O,Illness,Headaches & Migraines,29-03-1983,
613,S3016017R,Illness,Headaches & Migraines,03-03-1991,
637,S6917752H,Illness,Headaches & Migraines,18-07-2008,
657,S7830855B,Illness,Headaches & Migraines,09-11-1994,
662,S3486179Q,Illness,Headaches & Migraines,22-01-2015,
669,S1069163V,Illness,Headaches & Migraines,21-03-1980,
678,S5365886C,Illness,Headaches & Migraines,09-01-1994,
686,S5269386J,Illness,Headaches & Migraines,15-07-2018,
707,S6998592G,Illness,Headaches & Migraines,29-06-1981,
712,S2293241W,Illness,Headaches & Migraines,12-05-1994,
714,S6552190D,Illness,Headaches & Migraines,26-10-1991,
723,S6471426H,Illness,Headaches & Migraines,01-08-2011,
727,S2291221N,Illness,Headaches & Migraines,18-06-1990,
729,S8371935B,Illness,Headaches & Migraines,27-01-2018,
742,S2766949Q,Illness,Headaches & Migraines,22-03-1998,
763,S2535465Y,Illness,Headaches & Migraines,01-02-2001,
764,S2301006U,Illness,Headaches & Migraines,23-09-1997,
769,S9487777U,Illness,Headaches & Migraines,08-08-1991,
781,S6993281N,Illness,Headaches & Migraines,27-10-2017,
793,S4018703W,Illness,Headaches & Migraines,04-12-2004,
801,S5922694D,Illness,Headaches & Migraines,07-04-1987,
820,S5856170B,Illness,Headaches & Migraines,15-12-2000,
825,S2198863C,Illness,Headaches & Migraines,31-03-2001,
840,S3938174J,Illness,Headaches & Migraines,15-06-2006,
847,S5278313V,Illness,Headaches & Migraines,14-07-1991,
861,S1469889Q,Illness,Headaches & Migraines,03-01-1988,
883,S5973648C,Illness,Headaches & Migraines,13-06-2007,
899,S7449357N,Illness,Headaches & Migraines,31-08-2005,
909,S2798277D,Illness,Headaches & Migraines,27-05-2013,
915,S4478656U,Illness,Headaches & Migraines,15-02-1995,
930,S5724356N,Illness,Headaches & Migraines,20-06-1998,
931,S1691197D,Illness,Headaches & Migraines,02-11-1985,
936,S9171677H,Illness,Headaches & Migraines,20-10-2007,
952,S7054318S,Illness,Headaches & Migraines,17-08-2018,
954,S2151797Q,Illness,Headaches & Migraines,10-04-1995,
956,S3627112D,Illness,Headaches & Migraines,18-03-2003,
969,S8564662A,Illness,Headaches & Migraines,17-07-2015,
970,S2107249Y,Illness,Headaches & Migraines,16-11-1999,
994,S7316229L,Illness,Headaches & Migraines,16-05-1997,
3,S9208481V,Illness,Heart Disease,03-12-1998,
10,S6093408T,Illness,Heart Disease,23-10-1996,
51,S4479630V,Illness,Heart Disease,22-12-2003,
86,S2761085F,Illness,Heart Disease,06-04-1999,
135,S7516837T,Illness,Heart Disease,23-08-1984,
138,S7624747K,Illness,Heart Disease,02-08-1986,
151,S1395070L,Illness,Heart Disease,06-07-1981,
191,S9874695B,Illness,Heart Disease,02-05-2015,
207,S4400519D,Illness,Heart Disease,03-04-2003,
212,S6993281N,Illness,Heart Disease,07-05-1984,
227,S4130238T,Illness,Heart Disease,14-11-1998,
276,S3218447F,Illness,Heart Disease,01-02-1981,
293,S9819005U,Illness,Heart Disease,29-08-2002,
306,S7659903O,Illness,Heart Disease,11-09-2002,
340,S5823789B,Illness,Heart Disease,26-03-1980,
346,S3522801O,Illness,Heart Disease,23-11-1994,
380,S3525306X,Illness,Heart Disease,19-02-1987,
385,S2761085F,Illness,Heart Disease,14-09-2012,
402,S4977862I,Illness,Heart Disease,28-05-2014,
412,S4367055E,Illness,Heart Disease,21-08-2007,
440,S6721992I,Illness,Heart Disease,30-05-2008,
529,S9547330Q,Illness,Heart Disease,09-09-2018,
559,S1011719M,Illness,Heart Disease,13-02-1992,
567,S8330773Y,Illness,Heart Disease,03-11-2004,
629,S9612153O,Illness,Heart Disease,20-07-1996,
658,S1413734Q,Illness,Heart Disease,22-02-2002,
704,S4611311L,Illness,Heart Disease,19-08-1985,
774,S2255290C,Illness,Heart Disease,18-02-2013,
783,S4400519D,Illness,Heart Disease,30-06-1980,
824,S2255290C,Illness,Heart Disease,22-10-2004,
828,S4628957O,Illness,Heart Disease,28-03-1998,
928,S7697028J,Illness,Heart Disease,05-05-1985,
943,S1137722V,Illness,Heart Disease,21-06-2005,
947,S4464666C,Illness,Heart Disease,24-06-2000,
981,S6846213U,Illness,Heart Disease,16-09-2001,
55,S1580029F,Reading,Hypertension,20-04-1994,bp1.csv
63,S3536986X,Reading,Hypertension,06-07-1992,bp2.csv
71,S1217590Y,Reading,Hypertension,13-09-1986,bp3.csv
76,S6795540Y,Reading,Hypertension,28-06-1986,bp4.csv
106,S3632347D,Reading,Hypertension,09-12-1988,bp5.csv
147,S7759307X,Reading,Hypertension,25-01-2014,bp6.csv
193,S1865195J,Reading,Hypertension,31-01-2007,bp7.csv
196,S1781730G,Reading,Hypertension,09-02-2005,bp8.csv
216,S1404973J,Reading,Hypertension,12-04-2012,bp9.csv
223,S4297701F,Reading,Hypertension,02-12-1985,bp10.csv
238,S2452407R,Reading,Hypertension,09-01-2014,bp11.csv
260,S8051572K,Reading,Hypertension,02-10-1996,bp12.csv
272,S9376523G,Reading,Hypertension,09-05-2002,bp13.csv
318,S6185465W,Reading,Hypertension,30-08-2013,bp14.csv
328,S4931446Z,Reading,Hypertension,29-08-1980,bp15.csv
369,S9819005U,Reading,Hypertension,16-08-1998,bp16.csv
374,S8096783S,Reading,Hypertension,26-07-1995,bp17.csv
407,S7520639A,Reading,Hypertension,11-09-1992,bp18.csv
463,S4534094S,Reading,Hypertension,29-03-1999,bp19.csv
486,S6470065N,Reading,Hypertension,27-08-2007,bp20.csv
489,S6630182H,Reading,Hypertension,19-12-2012,bp21.csv
503,S2789615A,Reading,Hypertension,10-05-2017,bp22.csv
544,S5140138X,Reading,Hypertension,16-01-2012,bp23.csv
596,S9425336C,Reading,Hypertension,05-06-2011,bp24.csv
685,S8754540Z,Reading,Hypertension,02-11-2000,bp25.csv
725,S5461271X,Reading,Hypertension,04-08-2007,bp26.csv
777,S5922694D,Reading,Hypertension,14-08-2001,bp27.csv
780,S2040568B,Reading,Hypertension,01-07-1983,bp28.csv
790,S9458097Q,Reading,Hypertension,14-03-2018,bp29.csv
803,S8416430J,Reading,Hypertension,12-11-1988,bp30.csv
815,S7890445T,Reading,Hypertension,12-11-1982,bp31.csv
829,S3171644V,Reading,Hypertension,17-03-2000,bp32.csv
887,S8417754J,Reading,Hypertension,31-07-1999,bp33.csv
908,S9985656V,Reading,Hypertension,05-07-1987,bp34.csv
948,S3819981F,Reading,Hypertension,07-07-1996,bp35.csv
32,S2449583J,Illness,Obsessive-Compulsive Disorder,01-03-2013,
35,S7739540U,Illness,Obsessive-Compulsive Disorder,15-07-2006,
42,S4980626L,Illness,Obsessive-Compulsive Disorder,29-09-2001,
58,S8274053F,Illness,Obsessive-Compulsive Disorder,07-07-2009,
107,S8513976F,Illness,Obsessive-Compulsive Disorder,21-09-2008,
115,S8416430J,Illness,Obsessive-Compulsive Disorder,21-11-1993,
139,S9628658F,Illness,Obsessive-Compulsive Disorder,25-03-2004,
163,S7278276X,Illness,Obsessive-Compulsive Disorder,17-07-1995,
174,S4295864P,Illness,Obsessive-Compulsive Disorder,28-09-2004,
233,S7524741N,Illness,Obsessive-Compulsive Disorder,15-01-2005,
250,S5770438E,Illness,Obsessive-Compulsive Disorder,22-04-2010,
255,S4996796E,Illness,Obsessive-Compulsive Disorder,15-11-1983,
288,S5608895N,Illness,Obsessive-Compulsive Disorder,01-06-1984,
296,S7300264H,Illness,Obsessive-Compulsive Disorder,14-03-1982,
367,S4736511T,Illness,Obsessive-Compulsive Disorder,14-12-1999,
386,S9841011O,Illness,Obsessive-Compulsive Disorder,28-07-1982,
390,S4252628Y,Illness,Obsessive-Compulsive Disorder,29-11-1998,
393,S8416430J,Illness,Obsessive-Compulsive Disorder,21-05-2012,
399,S3005533X,Illness,Obsessive-Compulsive Disorder,15-12-1998,
401,S4819537Z,Illness,Obsessive-Compulsive Disorder,16-10-1985,
422,S5213732E,Illness,Obsessive-Compulsive Disorder,21-05-1988,
425,S5231793R,Illness,Obsessive-Compulsive Disorder,22-04-2000,
445,S9208481V,Illness,Obsessive-Compulsive Disorder,14-03-1996,
472,S3828072U,Illness,Obsessive-Compulsive Disorder,11-12-2010,
535,S5080123M,Illness,Obsessive-Compulsive Disorder,13-04-1990,
578,S1700230H,Illness,Obsessive-Compulsive Disorder,19-05-1985,
588,S5144111L,Illness,Obsessive-Compulsive Disorder,26-07-2014,
591,S6418028I,Illness,Obsessive-Compulsive Disorder,20-08-1982,
609,S4730137I,Illness,Obsessive-Compulsive Disorder,17-10-1982,
614,S3034597S,Illness,Obsessive-Compulsive Disorder,23-01-2018,
622,S6721992I,Illness,Obsessive-Compulsive Disorder,31-07-2009,
627,S6470065N,Illness,Obsessive-Compulsive Disorder,01-06-2007,
636,S3171961T,Illness,Obsessive-Compulsive Disorder,20-09-2009,
670,S4337591T,Illness,Obsessive-Compulsive Disorder,16-08-2011,
739,S3819981F,Illness,Obsessive-Compulsive Disorder,20-09-1989,
752,S3654759E,Illness,Obsessive-Compulsive Disorder,15-10-1997,
775,S2405741U,Illness,Obsessive-Compulsive Disorder,16-06-1989,
788,S3500541Q,Illness,Obsessive-Compulsive Disorder,18-08-2005,
818,S7216033E,Illness,Obsessive-Compulsive Disorder,21-07-1988,
822,S3828072U,Illness,Obsessive-Compulsive Disorder,15-03-2011,
830,S8547076V,Illness,Obsessive-Compulsive Disorder,26-03-2011,
831,S5348287R,Illness,Obsessive-Compulsive Disorder,30-04-2004,
848,S8945766O,Illness,Obsessive-Compulsive Disorder,28-06-2015,
850,S8317441X,Illness,Obsessive-Compulsive Disorder,07-03-2009,
890,S3294588W,Illness,Obsessive-Compulsive Disorder,18-01-2012,
906,S1603997Y,Illness,Obsessive-Compulsive Disorder,29-06-2000,
917,S2260721E,Illness,Obsessive-Compulsive Disorder,20-04-1984,
993,S1543299A,Illness,Obsessive-Compulsive Disorder,26-09-1995,
6,S8317441X,Illness,Panic Attack,22-10-2010,
22,S5517253G,Illness,Panic Attack,28-03-2001,
34,S8483323Y,Illness,Panic Attack,26-07-1982,
47,S3023538V,Illness,Panic Attack,01-12-1993,
48,S8424321Z,Illness,Panic Attack,30-09-2010,
56,S8897061R,Illness,Panic Attack,15-08-2008,
83,S2373924N,Illness,Panic Attack,07-04-1982,
88,S4980626L,Illness,Panic Attack,24-09-1990,
99,S8754540Z,Illness,Panic Attack,30-01-1990,
146,S7562096Z,Illness,Panic Attack,17-10-2007,
165,S2265328E,Illness,Panic Attack,09-12-1997,
172,S1155701T,Illness,Panic Attack,17-09-1995,
182,S6640132A,Illness,Panic Attack,21-06-1999,
199,S6417027N,Illness,Panic Attack,05-06-1984,
202,S6535648R,Illness,Panic Attack,15-08-1982,
229,S9819005U,Illness,Panic Attack,25-02-1998,
246,S1941236E,Illness,Panic Attack,18-11-2003,
266,S4789143S,Illness,Panic Attack,08-06-2013,
271,S4898497V,Illness,Panic Attack,14-08-2010,
297,S6487241Z,Illness,Panic Attack,21-08-2015,
303,S4075788W,Illness,Panic Attack,16-11-2011,
308,S4569307S,Illness,Panic Attack,19-11-1983,
311,S1897131C,Illness,Panic Attack,05-04-1986,
339,S6425083S,Illness,Panic Attack,26-02-1981,
350,S4530487P,Illness,Panic Attack,17-06-1988,
413,S2394435E,Illness,Panic Attack,02-10-2016,
430,S8957407Y,Illness,Panic Attack,28-04-1991,
482,S9376523G,Illness,Panic Attack,07-07-1989,
519,S9472218B,Illness,Panic Attack,02-05-1991,
521,S4903525U,Illness,Panic Attack,10-09-1980,
554,S4018703W,Illness,Panic Attack,08-07-2016,
564,S8717918Q,Illness,Panic Attack,03-10-2002,
589,S7692966K,Illness,Panic Attack,19-05-1998,
607,S4017666B,Illness,Panic Attack,10-10-1989,
612,S3023538V,Illness,Panic Attack,15-03-1984,
626,S5644615J,Illness,Panic Attack,06-07-2004,
632,S7875159X,Illness,Panic Attack,19-01-1980,
640,S4788672P,Illness,Panic Attack,22-08-2017,
648,S8520040W,Illness,Panic Attack,01-01-1990,
659,S6471426H,Illness,Panic Attack,14-05-1981,
674,S3179425K,Illness,Panic Attack,17-08-1981,
708,S2191316U,Illness,Panic Attack,11-05-2004,
724,S3932127R,Illness,Panic Attack,24-09-2016,
731,S3920438V,Illness,Panic Attack,18-05-1987,
733,S2255290C,Illness,Panic Attack,26-05-2017,
766,S2449583J,Illness,Panic Attack,08-02-2004,
772,S4140290O,Illness,Panic Attack,04-07-1998,
787,S4534094S,Illness,Panic Attack,10-11-1988,
792,S5348287R,Illness,Panic Attack,17-01-1991,
816,S2770498A,Illness,Panic Attack,13-06-1987,
835,S1911722I,Illness,Panic Attack,10-12-2016,
860,S3164536J,Illness,Panic Attack,02-04-2009,
867,S7692966K,Illness,Panic Attack,28-04-2015,
870,S8242756J,Illness,Panic Attack,02-12-1983,
889,S7087806O,Illness,Panic Attack,18-05-1993,
893,S4478656U,Illness,Panic Attack,25-06-2003,
902,S8422101K,Illness,Panic Attack,27-05-2013,
918,S7426979P,Illness,Panic Attack,27-12-2001,
964,S3228164W,Illness,Panic Attack,03-02-1982,
978,S9778032F,Illness,Panic Attack,18-10-1991,
988,S6606315X,Illness,Panic Attack,15-11-2002,
2,S5813103X,Illness,Schizophrenia,04-10-2010,
4,S3470107P,Illness,Schizophrenia,24-10-2012,
12,S1002874L,Illness,Schizophrenia,18-04-2009,
16,S9253049P,Illness,Schizophrenia,04-08-2002,
36,S8556112N,Illness,Schizophrenia,01-05-1980,
40,S6839984K,Illness,Schizophrenia,16-06-2013,
50,S9648573S,Illness,Schizophrenia,16-04-1996,
70,S3233842F,Illness,Schizophrenia,02-04-1984,
75,S8923095F,Illness,Schizophrenia,29-06-2002,
92,S2040568B,Illness,Schizophrenia,23-06-2018,
102,S9485236E,Illness,Schizophrenia,26-07-2012,
109,S9458097Q,Illness,Schizophrenia,22-01-1999,
119,S4157752Y,Illness,Schizophrenia,05-11-1995,
145,S1580029F,Illness,Schizophrenia,22-05-2017,
188,S3700667F,Illness,Schizophrenia,09-04-2006,
237,S7821476S,Illness,Schizophrenia,24-05-1988,
261,S5346938A,Illness,Schizophrenia,17-02-1992,
280,S1298808W,Illness,Schizophrenia,28-07-2014,
298,S2952296N,Illness,Schizophrenia,27-04-2000,
321,S6610110O,Illness,Schizophrenia,04-12-1997,
358,S4337591T,Illness,Schizophrenia,27-05-2014,
364,S5569299P,Illness,Schizophrenia,18-10-2010,
383,S1142277Y,Illness,Schizophrenia,22-09-2004,
448,S2394435E,Illness,Schizophrenia,21-01-2018,
477,S6026284J,Illness,Schizophrenia,10-04-2010,
480,S3745954M,Illness,Schizophrenia,20-10-2001,
483,S5528988Q,Illness,Schizophrenia,15-04-1984,
485,S5085083P,Illness,Schizophrenia,22-06-2016,
491,S8274053F,Illness,Schizophrenia,15-02-2009,
515,S2245129Z,Illness,Schizophrenia,10-10-2001,
534,S8317441X,Illness,Schizophrenia,29-03-1980,
547,S3932127R,Illness,Schizophrenia,17-08-1994,
555,S5461271X,Illness,Schizophrenia,08-08-1980,
571,S4881532P,Illness,Schizophrenia,22-01-2010,
572,S1691197D,Illness,Schizophrenia,21-02-1986,
575,S2796128O,Illness,Schizophrenia,04-04-2009,
576,S6703916G,Illness,Schizophrenia,29-01-2004,
628,S5517253G,Illness,Schizophrenia,10-05-2003,
645,S6998592G,Illness,Schizophrenia,31-01-2003,
652,S7831455Y,Illness,Schizophrenia,12-01-1984,
653,S2858412M,Illness,Schizophrenia,17-09-2015,
661,S4337591T,Illness,Schizophrenia,16-01-1996,
717,S7917587D,Illness,Schizophrenia,26-11-2016,
750,S7670262F,Illness,Schizophrenia,22-01-2003,
773,S3223873S,Illness,Schizophrenia,02-11-1988,
789,S8897061R,Illness,Schizophrenia,17-10-2004,
826,S7516837T,Illness,Schizophrenia,03-06-2004,
837,S6960401V,Illness,Schizophrenia,06-09-1988,
838,S6348568M,Illness,Schizophrenia,10-07-2017,
869,S1501823G,Illness,Schizophrenia,02-09-2016,
881,S1664089J,Illness,Schizophrenia,05-01-1998,
897,S7654224X,Illness,Schizophrenia,24-11-1982,
911,S2177632W,Illness,Schizophrenia,03-11-1995,
933,S9612153O,Illness,Schizophrenia,06-02-2008,
942,S7317410K,Illness,Schizophrenia,30-03-2003,
986,S2798277D,Illness,Schizophrenia,20-04-2012,
990,S7875159X,Illness,Schizophrenia,23-10-2017,
15,S6717881U,Illness,Stroke,29-11-2003,
108,S6938957G,Illness,Stroke,22-09-1993,
111,S1027699D,Illness,Stroke,30-06-1994,
169,S1700230H,Illness,Stroke,30-06-2013,
200,S5608895N,Illness,Stroke,04-02-2016,
220,S3143969X,Illness,Stroke,30-06-1994,
242,S5704150D,Illness,Stroke,13-09-1992,
300,S2839757V,Illness,Stroke,13-01-2001,
310,S7165441K,Illness,Stroke,03-12-2015,
378,S9767016V,Illness,Stroke,06-08-2012,
387,S2798820I,Illness,Stroke,12-04-1985,
414,S6528238G,Illness,Stroke,15-01-1986,
433,S6640132A,Illness,Stroke,18-01-1987,
446,S7167431V,Illness,Stroke,05-05-1987,
456,S4284895K,Illness,Stroke,17-03-2012,
526,S1800068S,Illness,Stroke,15-01-2010,
531,S2321201A,Illness,Stroke,24-08-1998,
532,S5686109K,Illness,Stroke,17-08-2014,
543,S6886015L,Illness,Stroke,14-01-1986,
558,S4274119I,Illness,Stroke,25-01-2004,
566,S1027699D,Illness,Stroke,03-02-1993,
573,S8483323Y,Illness,Stroke,02-07-1996,
579,S2245129Z,Illness,Stroke,07-06-1986,
602,S7971670R,Illness,Stroke,03-10-2002,
616,S7559753G,Illness,Stroke,25-05-2012,
617,S6252443F,Illness,Stroke,02-09-2015,
623,S8926101S,Illness,Stroke,02-12-2008,
694,S4969038O,Illness,Stroke,10-02-1993,
710,S5606305X,Illness,Stroke,22-02-2009,
722,S5945614M,Illness,Stroke,07-11-1995,
753,S9458097Q,Illness,Stroke,24-02-1996,
759,S9733251C,Illness,Stroke,10-04-1985,
761,S9368583H,Illness,Stroke,22-03-1983,
776,S5973648C,Illness,Stroke,05-10-1985,
800,S3665292A,Illness,Stroke,17-12-2007,
842,S6640132A,Illness,Stroke,08-05-1983,
24,S3632347D,Illness,Urinary,10-07-2007,
25,S5727140L,Illness,Urinary,16-10-1984,
61,S4748479T,Illness,Urinary,11-08-1995,
74,S4881532P,Illness,Urinary,28-03-1989,
101,S9869414I,Illness,Urinary,07-08-2006,
127,S7484587B,Illness,Urinary,28-03-1988,
137,S1852447D,Illness,Urinary,21-12-2011,
170,S7624747K,Illness,Urinary,28-09-1998,
265,S4483508N,Illness,Urinary,15-08-1988,
365,S9662375M,Illness,Urinary,25-01-1985,
371,S8146454Q,Illness,Urinary,11-05-2018,
395,S7516837T,Illness,Urinary,28-01-1992,
410,S3525306X,Illness,Urinary,14-09-2010,
418,S2212231X,Illness,Urinary,30-04-1989,
439,S1064786R,Illness,Urinary,29-04-2001,
479,S5528988Q,Illness,Urinary,29-04-1983,
536,S6630182H,Illness,Urinary,02-10-2017,
538,S5709010F,Illness,Urinary,02-02-2001,
542,S3654759E,Illness,Urinary,28-09-1982,
599,S2584674F,Illness,Urinary,07-06-2016,
610,S1298808W,Illness,Urinary,10-05-2000,
647,S8004222Z,Illness,Urinary,26-11-1989,
663,S4478656U,Illness,Urinary,22-10-1987,
675,S4883176S,Illness,Urinary,10-04-2014,
676,S2018627K,Illness,Urinary,24-01-2006,
691,S1001237R,Illness,Urinary,20-08-1990,
706,S1800068S,Illness,Urinary,21-09-2005,
744,S9039260E,Illness,Urinary,11-03-1986,
747,S3474308F,Illness,Urinary,13-04-1994,
805,S1692591D,Illness,Urinary,29-10-1996,
878,S6552190D,Illness,Urinary,10-05-1986,
901,S6709046D,Illness,Urinary,23-09-2001,
941,S3487695C,Illness,Urinary,11-03-1986,
965,S1921321U,Illness,Urinary,07-12-1982,
